"","nation","scenario","date","npi","Rt","Rt_sd","adherence","key","region"
"244","england","July-19",2022-05-28,"full_lift_schools_closed",1.976,0.2,"high","July-19: high","south_east"
"245","england","July-19",2022-05-28,"full_lift_schools_closed",1.976,0.2,"high","July-19: high","south_west"
"246","england","July-19",2022-05-28,"full_lift_schools_closed",2.93,0.2,"low","July-19: low","east_of_england"
"247","england","July-19",2022-05-28,"full_lift_schools_closed",2.93,0.2,"low","July-19: low","midlands"
"248","england","July-19",2022-05-28,"full_lift_schools_closed",2.93,0.2,"low","July-19: low","london"
"249","england","July-19",2022-05-28,"full_lift_schools_closed",2.93,0.2,"low","July-19: low","north_east_and_yorkshire"
"250","england","July-19",2022-05-28,"full_lift_schools_closed",2.93,0.2,"low","July-19: low","north_west"
"251","england","July-19",2022-05-28,"full_lift_schools_closed",2.93,0.2,"low","July-19: low","south_east"
"252","england","July-19",2022-05-28,"full_lift_schools_closed",2.93,0.2,"low","July-19: low","south_west"
"253","england","JulyGradual",2021-07-19,"p1_full_lift_schools_open",1.313,0.2,"central","JulyGradual: central","east_of_england"
"254","england","JulyGradual",2021-07-19,"p1_full_lift_schools_open",1.313,0.2,"central","JulyGradual: central","midlands"
"255","england","JulyGradual",2021-07-19,"p1_full_lift_schools_open",1.313,0.2,"central","JulyGradual: central","london"
"256","england","JulyGradual",2021-07-19,"p1_full_lift_schools_open",1.313,0.2,"central","JulyGradual: central","north_east_and_yorkshire"
"257","england","JulyGradual",2021-07-19,"p1_full_lift_schools_open",1.313,0.2,"central","JulyGradual: central","north_west"
"258","england","JulyGradual",2021-07-19,"p1_full_lift_schools_open",1.313,0.2,"central","JulyGradual: central","south_east"
"259","england","JulyGradual",2021-07-19,"p1_full_lift_schools_open",1.313,0.2,"central","JulyGradual: central","south_west"
"260","england","JulyGradual",2021-07-19,"p1_full_lift_schools_open",1.27,0.2,"high","JulyGradual: high","east_of_england"
"261","england","JulyGradual",2021-07-19,"p1_full_lift_schools_open",1.27,0.2,"high","JulyGradual: high","midlands"
"262","england","JulyGradual",2021-07-19,"p1_full_lift_schools_open",1.27,0.2,"high","JulyGradual: high","london"
"263","england","JulyGradual",2021-07-19,"p1_full_lift_schools_open",1.27,0.2,"high","JulyGradual: high","north_east_and_yorkshire"
"264","england","JulyGradual",2021-07-19,"p1_full_lift_schools_open",1.27,0.2,"high","JulyGradual: high","north_west"
"265","england","JulyGradual",2021-07-19,"p1_full_lift_schools_open",1.27,0.2,"high","JulyGradual: high","south_east"
"266","england","JulyGradual",2021-07-19,"p1_full_lift_schools_open",1.27,0.2,"high","JulyGradual: high","south_west"
"267","england","JulyGradual",2021-07-19,"p1_full_lift_schools_open",1.357,0.2,"low","JulyGradual: low","east_of_england"
"268","england","JulyGradual",2021-07-19,"p1_full_lift_schools_open",1.357,0.2,"low","JulyGradual: low","midlands"
"269","england","JulyGradual",2021-07-19,"p1_full_lift_schools_open",1.357,0.2,"low","JulyGradual: low","london"
"270","england","JulyGradual",2021-07-19,"p1_full_lift_schools_open",1.357,0.2,"low","JulyGradual: low","north_east_and_yorkshire"
"271","england","JulyGradual",2021-07-19,"p1_full_lift_schools_open",1.357,0.2,"low","JulyGradual: low","north_west"
"272","england","JulyGradual",2021-07-19,"p1_full_lift_schools_open",1.357,0.2,"low","JulyGradual: low","south_east"
"273","england","JulyGradual",2021-07-19,"p1_full_lift_schools_open",1.357,0.2,"low","JulyGradual: low","south_west"
"274","england","JulyGradual",2021-07-24,"p1_full_lift_schools_closed",1.313,0.2,"central","JulyGradual: central","east_of_england"
"275","england","JulyGradual",2021-07-24,"p1_full_lift_schools_closed",1.313,0.2,"central","JulyGradual: central","midlands"
"276","england","JulyGradual",2021-07-24,"p1_full_lift_schools_closed",1.313,0.2,"central","JulyGradual: central","london"
"277","england","JulyGradual",2021-07-24,"p1_full_lift_schools_closed",1.313,0.2,"central","JulyGradual: central","north_east_and_yorkshire"
"278","england","JulyGradual",2021-07-24,"p1_full_lift_schools_closed",1.313,0.2,"central","JulyGradual: central","north_west"
"279","england","JulyGradual",2021-07-24,"p1_full_lift_schools_closed",1.313,0.2,"central","JulyGradual: central","south_east"
"280","england","JulyGradual",2021-07-24,"p1_full_lift_schools_closed",1.313,0.2,"central","JulyGradual: central","south_west"
"281","england","JulyGradual",2021-07-24,"p1_full_lift_schools_closed",1.27,0.2,"high","JulyGradual: high","east_of_england"
"282","england","JulyGradual",2021-07-24,"p1_full_lift_schools_closed",1.27,0.2,"high","JulyGradual: high","midlands"
"283","england","JulyGradual",2021-07-24,"p1_full_lift_schools_closed",1.27,0.2,"high","JulyGradual: high","london"
"284","england","JulyGradual",2021-07-24,"p1_full_lift_schools_closed",1.27,0.2,"high","JulyGradual: high","north_east_and_yorkshire"
"285","england","JulyGradual",2021-07-24,"p1_full_lift_schools_closed",1.27,0.2,"high","JulyGradual: high","north_west"
"286","england","JulyGradual",2021-07-24,"p1_full_lift_schools_closed",1.27,0.2,"high","JulyGradual: high","south_east"
"287","england","JulyGradual",2021-07-24,"p1_full_lift_schools_closed",1.27,0.2,"high","JulyGradual: high","south_west"
"288","england","JulyGradual",2021-07-24,"p1_full_lift_schools_closed",1.357,0.2,"low","JulyGradual: low","east_of_england"
"289","england","JulyGradual",2021-07-24,"p1_full_lift_schools_closed",1.357,0.2,"low","JulyGradual: low","midlands"
"290","england","JulyGradual",2021-07-24,"p1_full_lift_schools_closed",1.357,0.2,"low","JulyGradual: low","london"
"291","england","JulyGradual",2021-07-24,"p1_full_lift_schools_closed",1.357,0.2,"low","JulyGradual: low","north_east_and_yorkshire"
"292","england","JulyGradual",2021-07-24,"p1_full_lift_schools_closed",1.357,0.2,"low","JulyGradual: low","north_west"
"293","england","JulyGradual",2021-07-24,"p1_full_lift_schools_closed",1.357,0.2,"low","JulyGradual: low","south_east"
"294","england","JulyGradual",2021-07-24,"p1_full_lift_schools_closed",1.357,0.2,"low","JulyGradual: low","south_west"
"295","england","JulyGradual",2021-07-26,"p2_full_lift_schools_closed",1.452,0.2,"central","JulyGradual: central","east_of_england"
"296","england","JulyGradual",2021-07-26,"p2_full_lift_schools_closed",1.452,0.2,"central","JulyGradual: central","midlands"
"297","england","JulyGradual",2021-07-26,"p2_full_lift_schools_closed",1.452,0.2,"central","JulyGradual: central","london"
"298","england","JulyGradual",2021-07-26,"p2_full_lift_schools_closed",1.452,0.2,"central","JulyGradual: central","north_east_and_yorkshire"
"299","england","JulyGradual",2021-07-26,"p2_full_lift_schools_closed",1.452,0.2,"central","JulyGradual: central","north_west"
"300","england","JulyGradual",2021-07-26,"p2_full_lift_schools_closed",1.452,0.2,"central","JulyGradual: central","south_east"
"301","england","JulyGradual",2021-07-26,"p2_full_lift_schools_closed",1.452,0.2,"central","JulyGradual: central","south_west"
"302","england","JulyGradual",2021-07-26,"p2_full_lift_schools_closed",1.366,0.2,"high","JulyGradual: high","east_of_england"
"303","england","JulyGradual",2021-07-26,"p2_full_lift_schools_closed",1.366,0.2,"high","JulyGradual: high","midlands"
"304","england","JulyGradual",2021-07-26,"p2_full_lift_schools_closed",1.366,0.2,"high","JulyGradual: high","london"
"305","england","JulyGradual",2021-07-26,"p2_full_lift_schools_closed",1.366,0.2,"high","JulyGradual: high","north_east_and_yorkshire"
"306","england","JulyGradual",2021-07-26,"p2_full_lift_schools_closed",1.366,0.2,"high","JulyGradual: high","north_west"
"307","england","JulyGradual",2021-07-26,"p2_full_lift_schools_closed",1.366,0.2,"high","JulyGradual: high","south_east"
"308","england","JulyGradual",2021-07-26,"p2_full_lift_schools_closed",1.366,0.2,"high","JulyGradual: high","south_west"
"309","england","JulyGradual",2021-07-26,"p2_full_lift_schools_closed",1.539,0.2,"low","JulyGradual: low","east_of_england"
"310","england","JulyGradual",2021-07-26,"p2_full_lift_schools_closed",1.539,0.2,"low","JulyGradual: low","midlands"
"311","england","JulyGradual",2021-07-26,"p2_full_lift_schools_closed",1.539,0.2,"low","JulyGradual: low","london"
"312","england","JulyGradual",2021-07-26,"p2_full_lift_schools_closed",1.539,0.2,"low","JulyGradual: low","north_east_and_yorkshire"
"313","england","JulyGradual",2021-07-26,"p2_full_lift_schools_closed",1.539,0.2,"low","JulyGradual: low","north_west"
"314","england","JulyGradual",2021-07-26,"p2_full_lift_schools_closed",1.539,0.2,"low","JulyGradual: low","south_east"
"315","england","JulyGradual",2021-07-26,"p2_full_lift_schools_closed",1.539,0.2,"low","JulyGradual: low","south_west"
"316","england","JulyGradual",2021-08-03,"p3_full_lift_schools_closed",1.591,0.2,"central","JulyGradual: central","east_of_england"
"317","england","JulyGradual",2021-08-03,"p3_full_lift_schools_closed",1.591,0.2,"central","JulyGradual: central","midlands"
"318","england","JulyGradual",2021-08-03,"p3_full_lift_schools_closed",1.591,0.2,"central","JulyGradual: central","london"
"319","england","JulyGradual",2021-08-03,"p3_full_lift_schools_closed",1.591,0.2,"central","JulyGradual: central","north_east_and_yorkshire"
"320","england","JulyGradual",2021-08-03,"p3_full_lift_schools_closed",1.591,0.2,"central","JulyGradual: central","north_west"
"321","england","JulyGradual",2021-08-03,"p3_full_lift_schools_closed",1.591,0.2,"central","JulyGradual: central","south_east"
"322","england","JulyGradual",2021-08-03,"p3_full_lift_schools_closed",1.591,0.2,"central","JulyGradual: central","south_west"
"323","england","JulyGradual",2021-08-03,"p3_full_lift_schools_closed",1.461,0.2,"high","JulyGradual: high","east_of_england"
"324","england","JulyGradual",2021-08-03,"p3_full_lift_schools_closed",1.461,0.2,"high","JulyGradual: high","midlands"
"325","england","JulyGradual",2021-08-03,"p3_full_lift_schools_closed",1.461,0.2,"high","JulyGradual: high","london"
"326","england","JulyGradual",2021-08-03,"p3_full_lift_schools_closed",1.461,0.2,"high","JulyGradual: high","north_east_and_yorkshire"
"327","england","JulyGradual",2021-08-03,"p3_full_lift_schools_closed",1.461,0.2,"high","JulyGradual: high","north_west"
"328","england","JulyGradual",2021-08-03,"p3_full_lift_schools_closed",1.461,0.2,"high","JulyGradual: high","south_east"
"329","england","JulyGradual",2021-08-03,"p3_full_lift_schools_closed",1.461,0.2,"high","JulyGradual: high","south_west"
"330","england","JulyGradual",2021-08-03,"p3_full_lift_schools_closed",1.721,0.2,"low","JulyGradual: low","east_of_england"
"331","england","JulyGradual",2021-08-03,"p3_full_lift_schools_closed",1.721,0.2,"low","JulyGradual: low","midlands"
"332","england","JulyGradual",2021-08-03,"p3_full_lift_schools_closed",1.721,0.2,"low","JulyGradual: low","london"
"333","england","JulyGradual",2021-08-03,"p3_full_lift_schools_closed",1.721,0.2,"low","JulyGradual: low","north_east_and_yorkshire"
"334","england","JulyGradual",2021-08-03,"p3_full_lift_schools_closed",1.721,0.2,"low","JulyGradual: low","north_west"
"335","england","JulyGradual",2021-08-03,"p3_full_lift_schools_closed",1.721,0.2,"low","JulyGradual: low","south_east"
"336","england","JulyGradual",2021-08-03,"p3_full_lift_schools_closed",1.721,0.2,"low","JulyGradual: low","south_west"
"337","england","JulyGradual",2021-08-10,"p4_full_lift_schools_closed",1.73,0.2,"central","JulyGradual: central","east_of_england"
"338","england","JulyGradual",2021-08-10,"p4_full_lift_schools_closed",1.73,0.2,"central","JulyGradual: central","midlands"
"339","england","JulyGradual",2021-08-10,"p4_full_lift_schools_closed",1.73,0.2,"central","JulyGradual: central","london"
"340","england","JulyGradual",2021-08-10,"p4_full_lift_schools_closed",1.73,0.2,"central","JulyGradual: central","north_east_and_yorkshire"
"341","england","JulyGradual",2021-08-10,"p4_full_lift_schools_closed",1.73,0.2,"central","JulyGradual: central","north_west"
"342","england","JulyGradual",2021-08-10,"p4_full_lift_schools_closed",1.73,0.2,"central","JulyGradual: central","south_east"
"343","england","JulyGradual",2021-08-10,"p4_full_lift_schools_closed",1.73,0.2,"central","JulyGradual: central","south_west"
"344","england","JulyGradual",2021-08-10,"p4_full_lift_schools_closed",1.557,0.2,"high","JulyGradual: high","east_of_england"
"345","england","JulyGradual",2021-08-10,"p4_full_lift_schools_closed",1.557,0.2,"high","JulyGradual: high","midlands"
"346","england","JulyGradual",2021-08-10,"p4_full_lift_schools_closed",1.557,0.2,"high","JulyGradual: high","london"
"347","england","JulyGradual",2021-08-10,"p4_full_lift_schools_closed",1.557,0.2,"high","JulyGradual: high","north_east_and_yorkshire"
"348","england","JulyGradual",2021-08-10,"p4_full_lift_schools_closed",1.557,0.2,"high","JulyGradual: high","north_west"
"349","england","JulyGradual",2021-08-10,"p4_full_lift_schools_closed",1.557,0.2,"high","JulyGradual: high","south_east"
"350","england","JulyGradual",2021-08-10,"p4_full_lift_schools_closed",1.557,0.2,"high","JulyGradual: high","south_west"
"351","england","JulyGradual",2021-08-10,"p4_full_lift_schools_closed",1.904,0.2,"low","JulyGradual: low","east_of_england"
"352","england","JulyGradual",2021-08-10,"p4_full_lift_schools_closed",1.904,0.2,"low","JulyGradual: low","midlands"
"353","england","JulyGradual",2021-08-10,"p4_full_lift_schools_closed",1.904,0.2,"low","JulyGradual: low","london"
"354","england","JulyGradual",2021-08-10,"p4_full_lift_schools_closed",1.904,0.2,"low","JulyGradual: low","north_east_and_yorkshire"
"355","england","JulyGradual",2021-08-10,"p4_full_lift_schools_closed",1.904,0.2,"low","JulyGradual: low","north_west"
"356","england","JulyGradual",2021-08-10,"p4_full_lift_schools_closed",1.904,0.2,"low","JulyGradual: low","south_east"
"357","england","JulyGradual",2021-08-10,"p4_full_lift_schools_closed",1.904,0.2,"low","JulyGradual: low","south_west"
"358","england","JulyGradual",2021-08-18,"p5_full_lift_schools_closed",1.869,0.2,"central","JulyGradual: central","east_of_england"
"359","england","JulyGradual",2021-08-18,"p5_full_lift_schools_closed",1.869,0.2,"central","JulyGradual: central","midlands"
"360","england","JulyGradual",2021-08-18,"p5_full_lift_schools_closed",1.869,0.2,"central","JulyGradual: central","london"
"361","england","JulyGradual",2021-08-18,"p5_full_lift_schools_closed",1.869,0.2,"central","JulyGradual: central","north_east_and_yorkshire"
"362","england","JulyGradual",2021-08-18,"p5_full_lift_schools_closed",1.869,0.2,"central","JulyGradual: central","north_west"
"363","england","JulyGradual",2021-08-18,"p5_full_lift_schools_closed",1.869,0.2,"central","JulyGradual: central","south_east"
"364","england","JulyGradual",2021-08-18,"p5_full_lift_schools_closed",1.869,0.2,"central","JulyGradual: central","south_west"
"365","england","JulyGradual",2021-08-18,"p5_full_lift_schools_closed",1.652,0.2,"high","JulyGradual: high","east_of_england"
"366","england","JulyGradual",2021-08-18,"p5_full_lift_schools_closed",1.652,0.2,"high","JulyGradual: high","midlands"
"367","england","JulyGradual",2021-08-18,"p5_full_lift_schools_closed",1.652,0.2,"high","JulyGradual: high","london"
"368","england","JulyGradual",2021-08-18,"p5_full_lift_schools_closed",1.652,0.2,"high","JulyGradual: high","north_east_and_yorkshire"
"369","england","JulyGradual",2021-08-18,"p5_full_lift_schools_closed",1.652,0.2,"high","JulyGradual: high","north_west"
"370","england","JulyGradual",2021-08-18,"p5_full_lift_schools_closed",1.652,0.2,"high","JulyGradual: high","south_east"
"371","england","JulyGradual",2021-08-18,"p5_full_lift_schools_closed",1.652,0.2,"high","JulyGradual: high","south_west"
"372","england","JulyGradual",2021-08-18,"p5_full_lift_schools_closed",2.086,0.2,"low","JulyGradual: low","east_of_england"
"373","england","JulyGradual",2021-08-18,"p5_full_lift_schools_closed",2.086,0.2,"low","JulyGradual: low","midlands"
"374","england","JulyGradual",2021-08-18,"p5_full_lift_schools_closed",2.086,0.2,"low","JulyGradual: low","london"
"375","england","JulyGradual",2021-08-18,"p5_full_lift_schools_closed",2.086,0.2,"low","JulyGradual: low","north_east_and_yorkshire"
"376","england","JulyGradual",2021-08-18,"p5_full_lift_schools_closed",2.086,0.2,"low","JulyGradual: low","north_west"
"377","england","JulyGradual",2021-08-18,"p5_full_lift_schools_closed",2.086,0.2,"low","JulyGradual: low","south_east"
"378","england","JulyGradual",2021-08-18,"p5_full_lift_schools_closed",2.086,0.2,"low","JulyGradual: low","south_west"
"379","england","JulyGradual",2021-08-25,"p6_full_lift_schools_closed",2.008,0.2,"central","JulyGradual: central","east_of_england"
"380","england","JulyGradual",2021-08-25,"p6_full_lift_schools_closed",2.008,0.2,"central","JulyGradual: central","midlands"
"381","england","JulyGradual",2021-08-25,"p6_full_lift_schools_closed",2.008,0.2,"central","JulyGradual: central","london"
"382","england","JulyGradual",2021-08-25,"p6_full_lift_schools_closed",2.008,0.2,"central","JulyGradual: central","north_east_and_yorkshire"
"383","england","JulyGradual",2021-08-25,"p6_full_lift_schools_closed",2.008,0.2,"central","JulyGradual: central","north_west"
"384","england","JulyGradual",2021-08-25,"p6_full_lift_schools_closed",2.008,0.2,"central","JulyGradual: central","south_east"
"385","england","JulyGradual",2021-08-25,"p6_full_lift_schools_closed",2.008,0.2,"central","JulyGradual: central","south_west"
"386","england","JulyGradual",2021-08-25,"p6_full_lift_schools_closed",1.748,0.2,"high","JulyGradual: high","east_of_england"
"387","england","JulyGradual",2021-08-25,"p6_full_lift_schools_closed",1.748,0.2,"high","JulyGradual: high","midlands"
"388","england","JulyGradual",2021-08-25,"p6_full_lift_schools_closed",1.748,0.2,"high","JulyGradual: high","london"
"389","england","JulyGradual",2021-08-25,"p6_full_lift_schools_closed",1.748,0.2,"high","JulyGradual: high","north_east_and_yorkshire"
"390","england","JulyGradual",2021-08-25,"p6_full_lift_schools_closed",1.748,0.2,"high","JulyGradual: high","north_west"
"391","england","JulyGradual",2021-08-25,"p6_full_lift_schools_closed",1.748,0.2,"high","JulyGradual: high","south_east"
"392","england","JulyGradual",2021-08-25,"p6_full_lift_schools_closed",1.748,0.2,"high","JulyGradual: high","south_west"
"393","england","JulyGradual",2021-08-25,"p6_full_lift_schools_closed",2.268,0.2,"low","JulyGradual: low","east_of_england"
"394","england","JulyGradual",2021-08-25,"p6_full_lift_schools_closed",2.268,0.2,"low","JulyGradual: low","midlands"
"395","england","JulyGradual",2021-08-25,"p6_full_lift_schools_closed",2.268,0.2,"low","JulyGradual: low","london"
"396","england","JulyGradual",2021-08-25,"p6_full_lift_schools_closed",2.268,0.2,"low","JulyGradual: low","north_east_and_yorkshire"
"397","england","JulyGradual",2021-08-25,"p6_full_lift_schools_closed",2.268,0.2,"low","JulyGradual: low","north_west"
"398","england","JulyGradual",2021-08-25,"p6_full_lift_schools_closed",2.268,0.2,"low","JulyGradual: low","south_east"
"399","england","JulyGradual",2021-08-25,"p6_full_lift_schools_closed",2.268,0.2,"low","JulyGradual: low","south_west"
"400","england","JulyGradual",2021-09-01,"p7_full_lift_schools_open",2.147,0.2,"central","JulyGradual: central","east_of_england"
"401","england","JulyGradual",2021-09-01,"p7_full_lift_schools_open",2.147,0.2,"central","JulyGradual: central","midlands"
"402","england","JulyGradual",2021-09-01,"p7_full_lift_schools_open",2.147,0.2,"central","JulyGradual: central","london"
"403","england","JulyGradual",2021-09-01,"p7_full_lift_schools_open",2.147,0.2,"central","JulyGradual: central","north_east_and_yorkshire"
"404","england","JulyGradual",2021-09-01,"p7_full_lift_schools_open",2.147,0.2,"central","JulyGradual: central","north_west"
"405","england","JulyGradual",2021-09-01,"p7_full_lift_schools_open",2.147,0.2,"central","JulyGradual: central","south_east"
"406","england","JulyGradual",2021-09-01,"p7_full_lift_schools_open",2.147,0.2,"central","JulyGradual: central","south_west"
"407","england","JulyGradual",2021-09-01,"p7_full_lift_schools_open",1.843,0.2,"high","JulyGradual: high","east_of_england"
"408","england","JulyGradual",2021-09-01,"p7_full_lift_schools_open",1.843,0.2,"high","JulyGradual: high","midlands"
"409","england","JulyGradual",2021-09-01,"p7_full_lift_schools_open",1.843,0.2,"high","JulyGradual: high","london"
"410","england","JulyGradual",2021-09-01,"p7_full_lift_schools_open",1.843,0.2,"high","JulyGradual: high","north_east_and_yorkshire"
"411","england","JulyGradual",2021-09-01,"p7_full_lift_schools_open",1.843,0.2,"high","JulyGradual: high","north_west"
"412","england","JulyGradual",2021-09-01,"p7_full_lift_schools_open",1.843,0.2,"high","JulyGradual: high","south_east"
"413","england","JulyGradual",2021-09-01,"p7_full_lift_schools_open",1.843,0.2,"high","JulyGradual: high","south_west"
"414","england","JulyGradual",2021-09-01,"p7_full_lift_schools_open",2.45,0.2,"low","JulyGradual: low","east_of_england"
"415","england","JulyGradual",2021-09-01,"p7_full_lift_schools_open",2.45,0.2,"low","JulyGradual: low","midlands"
"416","england","JulyGradual",2021-09-01,"p7_full_lift_schools_open",2.45,0.2,"low","JulyGradual: low","london"
"417","england","JulyGradual",2021-09-01,"p7_full_lift_schools_open",2.45,0.2,"low","JulyGradual: low","north_east_and_yorkshire"
"418","england","JulyGradual",2021-09-01,"p7_full_lift_schools_open",2.45,0.2,"low","JulyGradual: low","north_west"
"419","england","JulyGradual",2021-09-01,"p7_full_lift_schools_open",2.45,0.2,"low","JulyGradual: low","south_east"
"420","england","JulyGradual",2021-09-01,"p7_full_lift_schools_open",2.45,0.2,"low","JulyGradual: low","south_west"
"421","england","JulyGradual",2021-09-09,"p8_full_lift_schools_open",2.286,0.2,"central","JulyGradual: central","east_of_england"
"422","england","JulyGradual",2021-09-09,"p8_full_lift_schools_open",2.286,0.2,"central","JulyGradual: central","midlands"
"423","england","JulyGradual",2021-09-09,"p8_full_lift_schools_open",2.286,0.2,"central","JulyGradual: central","london"
"424","england","JulyGradual",2021-09-09,"p8_full_lift_schools_open",2.286,0.2,"central","JulyGradual: central","north_east_and_yorkshire"
"425","england","JulyGradual",2021-09-09,"p8_full_lift_schools_open",2.286,0.2,"central","JulyGradual: central","north_west"
"426","england","JulyGradual",2021-09-09,"p8_full_lift_schools_open",2.286,0.2,"central","JulyGradual: central","south_east"
"427","england","JulyGradual",2021-09-09,"p8_full_lift_schools_open",2.286,0.2,"central","JulyGradual: central","south_west"
"428","england","JulyGradual",2021-09-09,"p8_full_lift_schools_open",1.939,0.2,"high","JulyGradual: high","east_of_england"
"429","england","JulyGradual",2021-09-09,"p8_full_lift_schools_open",1.939,0.2,"high","JulyGradual: high","midlands"
"430","england","JulyGradual",2021-09-09,"p8_full_lift_schools_open",1.939,0.2,"high","JulyGradual: high","london"
"431","england","JulyGradual",2021-09-09,"p8_full_lift_schools_open",1.939,0.2,"high","JulyGradual: high","north_east_and_yorkshire"
"432","england","JulyGradual",2021-09-09,"p8_full_lift_schools_open",1.939,0.2,"high","JulyGradual: high","north_west"
"433","england","JulyGradual",2021-09-09,"p8_full_lift_schools_open",1.939,0.2,"high","JulyGradual: high","south_east"
"434","england","JulyGradual",2021-09-09,"p8_full_lift_schools_open",1.939,0.2,"high","JulyGradual: high","south_west"
"435","england","JulyGradual",2021-09-09,"p8_full_lift_schools_open",2.633,0.2,"low","JulyGradual: low","east_of_england"
"436","england","JulyGradual",2021-09-09,"p8_full_lift_schools_open",2.633,0.2,"low","JulyGradual: low","midlands"
"437","england","JulyGradual",2021-09-09,"p8_full_lift_schools_open",2.633,0.2,"low","JulyGradual: low","london"
"438","england","JulyGradual",2021-09-09,"p8_full_lift_schools_open",2.633,0.2,"low","JulyGradual: low","north_east_and_yorkshire"
"439","england","JulyGradual",2021-09-09,"p8_full_lift_schools_open",2.633,0.2,"low","JulyGradual: low","north_west"
"440","england","JulyGradual",2021-09-09,"p8_full_lift_schools_open",2.633,0.2,"low","JulyGradual: low","south_east"
"441","england","JulyGradual",2021-09-09,"p8_full_lift_schools_open",2.633,0.2,"low","JulyGradual: low","south_west"
"442","england","JulyGradual",2021-09-16,"p9_full_lift_schools_open",2.425,0.2,"central","JulyGradual: central","east_of_england"
"443","england","JulyGradual",2021-09-16,"p9_full_lift_schools_open",2.425,0.2,"central","JulyGradual: central","midlands"
"444","england","JulyGradual",2021-09-16,"p9_full_lift_schools_open",2.425,0.2,"central","JulyGradual: central","london"
"445","england","JulyGradual",2021-09-16,"p9_full_lift_schools_open",2.425,0.2,"central","JulyGradual: central","north_east_and_yorkshire"
"446","england","JulyGradual",2021-09-16,"p9_full_lift_schools_open",2.425,0.2,"central","JulyGradual: central","north_west"
"447","england","JulyGradual",2021-09-16,"p9_full_lift_schools_open",2.425,0.2,"central","JulyGradual: central","south_east"
"448","england","JulyGradual",2021-09-16,"p9_full_lift_schools_open",2.425,0.2,"central","JulyGradual: central","south_west"
"449","england","JulyGradual",2021-09-16,"p9_full_lift_schools_open",2.035,0.2,"high","JulyGradual: high","east_of_england"
"450","england","JulyGradual",2021-09-16,"p9_full_lift_schools_open",2.035,0.2,"high","JulyGradual: high","midlands"
"451","england","JulyGradual",2021-09-16,"p9_full_lift_schools_open",2.035,0.2,"high","JulyGradual: high","london"
"452","england","JulyGradual",2021-09-16,"p9_full_lift_schools_open",2.035,0.2,"high","JulyGradual: high","north_east_and_yorkshire"
"453","england","JulyGradual",2021-09-16,"p9_full_lift_schools_open",2.035,0.2,"high","JulyGradual: high","north_west"
"454","england","JulyGradual",2021-09-16,"p9_full_lift_schools_open",2.035,0.2,"high","JulyGradual: high","south_east"
"455","england","JulyGradual",2021-09-16,"p9_full_lift_schools_open",2.035,0.2,"high","JulyGradual: high","south_west"
"456","england","JulyGradual",2021-09-16,"p9_full_lift_schools_open",2.815,0.2,"low","JulyGradual: low","east_of_england"
"457","england","JulyGradual",2021-09-16,"p9_full_lift_schools_open",2.815,0.2,"low","JulyGradual: low","midlands"
"458","england","JulyGradual",2021-09-16,"p9_full_lift_schools_open",2.815,0.2,"low","JulyGradual: low","london"
"459","england","JulyGradual",2021-09-16,"p9_full_lift_schools_open",2.815,0.2,"low","JulyGradual: low","north_east_and_yorkshire"
"460","england","JulyGradual",2021-09-16,"p9_full_lift_schools_open",2.815,0.2,"low","JulyGradual: low","north_west"
"461","england","JulyGradual",2021-09-16,"p9_full_lift_schools_open",2.815,0.2,"low","JulyGradual: low","south_east"
"462","england","JulyGradual",2021-09-16,"p9_full_lift_schools_open",2.815,0.2,"low","JulyGradual: low","south_west"
"463","england","JulyGradual",2021-09-24,"p10_full_lift_schools_open",2.564,0.2,"central","JulyGradual: central","east_of_england"
"464","england","JulyGradual",2021-09-24,"p10_full_lift_schools_open",2.564,0.2,"central","JulyGradual: central","midlands"
"465","england","JulyGradual",2021-09-24,"p10_full_lift_schools_open",2.564,0.2,"central","JulyGradual: central","london"
