"","nation","scenario","date","npi","Rt","Rt_sd","adherence","key","region"
"466","england","JulyGradual",2021-09-24,"p10_full_lift_schools_open",2.564,0.2,"central","JulyGradual: central","north_east_and_yorkshire"
"467","england","JulyGradual",2021-09-24,"p10_full_lift_schools_open",2.564,0.2,"central","JulyGradual: central","north_west"
"468","england","JulyGradual",2021-09-24,"p10_full_lift_schools_open",2.564,0.2,"central","JulyGradual: central","south_east"
"469","england","JulyGradual",2021-09-24,"p10_full_lift_schools_open",2.564,0.2,"central","JulyGradual: central","south_west"
"470","england","JulyGradual",2021-09-24,"p10_full_lift_schools_open",2.13,0.2,"high","JulyGradual: high","east_of_england"
"471","england","JulyGradual",2021-09-24,"p10_full_lift_schools_open",2.13,0.2,"high","JulyGradual: high","midlands"
"472","england","JulyGradual",2021-09-24,"p10_full_lift_schools_open",2.13,0.2,"high","JulyGradual: high","london"
"473","england","JulyGradual",2021-09-24,"p10_full_lift_schools_open",2.13,0.2,"high","JulyGradual: high","north_east_and_yorkshire"
"474","england","JulyGradual",2021-09-24,"p10_full_lift_schools_open",2.13,0.2,"high","JulyGradual: high","north_west"
"475","england","JulyGradual",2021-09-24,"p10_full_lift_schools_open",2.13,0.2,"high","JulyGradual: high","south_east"
"476","england","JulyGradual",2021-09-24,"p10_full_lift_schools_open",2.13,0.2,"high","JulyGradual: high","south_west"
"477","england","JulyGradual",2021-09-24,"p10_full_lift_schools_open",2.997,0.2,"low","JulyGradual: low","east_of_england"
"478","england","JulyGradual",2021-09-24,"p10_full_lift_schools_open",2.997,0.2,"low","JulyGradual: low","midlands"
"479","england","JulyGradual",2021-09-24,"p10_full_lift_schools_open",2.997,0.2,"low","JulyGradual: low","london"
"480","england","JulyGradual",2021-09-24,"p10_full_lift_schools_open",2.997,0.2,"low","JulyGradual: low","north_east_and_yorkshire"
"481","england","JulyGradual",2021-09-24,"p10_full_lift_schools_open",2.997,0.2,"low","JulyGradual: low","north_west"
"482","england","JulyGradual",2021-09-24,"p10_full_lift_schools_open",2.997,0.2,"low","JulyGradual: low","south_east"
"483","england","JulyGradual",2021-09-24,"p10_full_lift_schools_open",2.997,0.2,"low","JulyGradual: low","south_west"
"484","england","JulyGradual",2021-10-01,"full_lift_schools_open",2.703,0.2,"central","JulyGradual: central","east_of_england"
"485","england","JulyGradual",2021-10-01,"full_lift_schools_open",2.703,0.2,"central","JulyGradual: central","midlands"
"486","england","JulyGradual",2021-10-01,"full_lift_schools_open",2.703,0.2,"central","JulyGradual: central","london"
"487","england","JulyGradual",2021-10-01,"full_lift_schools_open",2.703,0.2,"central","JulyGradual: central","north_east_and_yorkshire"
"488","england","JulyGradual",2021-10-01,"full_lift_schools_open",2.703,0.2,"central","JulyGradual: central","north_west"
"489","england","JulyGradual",2021-10-01,"full_lift_schools_open",2.703,0.2,"central","JulyGradual: central","south_east"
"490","england","JulyGradual",2021-10-01,"full_lift_schools_open",2.703,0.2,"central","JulyGradual: central","south_west"
"491","england","JulyGradual",2021-10-01,"full_lift_schools_open",2.226,0.2,"high","JulyGradual: high","east_of_england"
"492","england","JulyGradual",2021-10-01,"full_lift_schools_open",2.226,0.2,"high","JulyGradual: high","midlands"
"493","england","JulyGradual",2021-10-01,"full_lift_schools_open",2.226,0.2,"high","JulyGradual: high","london"
"494","england","JulyGradual",2021-10-01,"full_lift_schools_open",2.226,0.2,"high","JulyGradual: high","north_east_and_yorkshire"
"495","england","JulyGradual",2021-10-01,"full_lift_schools_open",2.226,0.2,"high","JulyGradual: high","north_west"
"496","england","JulyGradual",2021-10-01,"full_lift_schools_open",2.226,0.2,"high","JulyGradual: high","south_east"
"497","england","JulyGradual",2021-10-01,"full_lift_schools_open",2.226,0.2,"high","JulyGradual: high","south_west"
"498","england","JulyGradual",2021-10-01,"full_lift_schools_open",3.18,0.2,"low","JulyGradual: low","east_of_england"
"499","england","JulyGradual",2021-10-01,"full_lift_schools_open",3.18,0.2,"low","JulyGradual: low","midlands"
"500","england","JulyGradual",2021-10-01,"full_lift_schools_open",3.18,0.2,"low","JulyGradual: low","london"
"501","england","JulyGradual",2021-10-01,"full_lift_schools_open",3.18,0.2,"low","JulyGradual: low","north_east_and_yorkshire"
"502","england","JulyGradual",2021-10-01,"full_lift_schools_open",3.18,0.2,"low","JulyGradual: low","north_west"
"503","england","JulyGradual",2021-10-01,"full_lift_schools_open",3.18,0.2,"low","JulyGradual: low","south_east"
"504","england","JulyGradual",2021-10-01,"full_lift_schools_open",3.18,0.2,"low","JulyGradual: low","south_west"
"505","england","JulyGradual",2021-10-23,"full_lift_schools_closed",2.453,0.2,"central","JulyGradual: central","east_of_england"
"506","england","JulyGradual",2021-10-23,"full_lift_schools_closed",2.453,0.2,"central","JulyGradual: central","midlands"
"507","england","JulyGradual",2021-10-23,"full_lift_schools_closed",2.453,0.2,"central","JulyGradual: central","london"
"508","england","JulyGradual",2021-10-23,"full_lift_schools_closed",2.453,0.2,"central","JulyGradual: central","north_east_and_yorkshire"
"509","england","JulyGradual",2021-10-23,"full_lift_schools_closed",2.453,0.2,"central","JulyGradual: central","north_west"
"510","england","JulyGradual",2021-10-23,"full_lift_schools_closed",2.453,0.2,"central","JulyGradual: central","south_east"
"511","england","JulyGradual",2021-10-23,"full_lift_schools_closed",2.453,0.2,"central","JulyGradual: central","south_west"
"512","england","JulyGradual",2021-10-23,"full_lift_schools_closed",1.976,0.2,"high","JulyGradual: high","east_of_england"
"513","england","JulyGradual",2021-10-23,"full_lift_schools_closed",1.976,0.2,"high","JulyGradual: high","midlands"
"514","england","JulyGradual",2021-10-23,"full_lift_schools_closed",1.976,0.2,"high","JulyGradual: high","london"
"515","england","JulyGradual",2021-10-23,"full_lift_schools_closed",1.976,0.2,"high","JulyGradual: high","north_east_and_yorkshire"
"516","england","JulyGradual",2021-10-23,"full_lift_schools_closed",1.976,0.2,"high","JulyGradual: high","north_west"
"517","england","JulyGradual",2021-10-23,"full_lift_schools_closed",1.976,0.2,"high","JulyGradual: high","south_east"
"518","england","JulyGradual",2021-10-23,"full_lift_schools_closed",1.976,0.2,"high","JulyGradual: high","south_west"
"519","england","JulyGradual",2021-10-23,"full_lift_schools_closed",2.93,0.2,"low","JulyGradual: low","east_of_england"
"520","england","JulyGradual",2021-10-23,"full_lift_schools_closed",2.93,0.2,"low","JulyGradual: low","midlands"
"521","england","JulyGradual",2021-10-23,"full_lift_schools_closed",2.93,0.2,"low","JulyGradual: low","london"
"522","england","JulyGradual",2021-10-23,"full_lift_schools_closed",2.93,0.2,"low","JulyGradual: low","north_east_and_yorkshire"
"523","england","JulyGradual",2021-10-23,"full_lift_schools_closed",2.93,0.2,"low","JulyGradual: low","north_west"
"524","england","JulyGradual",2021-10-23,"full_lift_schools_closed",2.93,0.2,"low","JulyGradual: low","south_east"
"525","england","JulyGradual",2021-10-23,"full_lift_schools_closed",2.93,0.2,"low","JulyGradual: low","south_west"
"526","england","JulyGradual",2021-11-01,"full_lift_schools_open",2.703,0.2,"central","JulyGradual: central","east_of_england"
"527","england","JulyGradual",2021-11-01,"full_lift_schools_open",2.703,0.2,"central","JulyGradual: central","midlands"
"528","england","JulyGradual",2021-11-01,"full_lift_schools_open",2.703,0.2,"central","JulyGradual: central","london"
"529","england","JulyGradual",2021-11-01,"full_lift_schools_open",2.703,0.2,"central","JulyGradual: central","north_east_and_yorkshire"
"530","england","JulyGradual",2021-11-01,"full_lift_schools_open",2.703,0.2,"central","JulyGradual: central","north_west"
"531","england","JulyGradual",2021-11-01,"full_lift_schools_open",2.703,0.2,"central","JulyGradual: central","south_east"
"532","england","JulyGradual",2021-11-01,"full_lift_schools_open",2.703,0.2,"central","JulyGradual: central","south_west"
"533","england","JulyGradual",2021-11-01,"full_lift_schools_open",2.226,0.2,"high","JulyGradual: high","east_of_england"
"534","england","JulyGradual",2021-11-01,"full_lift_schools_open",2.226,0.2,"high","JulyGradual: high","midlands"
"535","england","JulyGradual",2021-11-01,"full_lift_schools_open",2.226,0.2,"high","JulyGradual: high","london"
"536","england","JulyGradual",2021-11-01,"full_lift_schools_open",2.226,0.2,"high","JulyGradual: high","north_east_and_yorkshire"
"537","england","JulyGradual",2021-11-01,"full_lift_schools_open",2.226,0.2,"high","JulyGradual: high","north_west"
"538","england","JulyGradual",2021-11-01,"full_lift_schools_open",2.226,0.2,"high","JulyGradual: high","south_east"
"539","england","JulyGradual",2021-11-01,"full_lift_schools_open",2.226,0.2,"high","JulyGradual: high","south_west"
"540","england","JulyGradual",2021-11-01,"full_lift_schools_open",3.18,0.2,"low","JulyGradual: low","east_of_england"
"541","england","JulyGradual",2021-11-01,"full_lift_schools_open",3.18,0.2,"low","JulyGradual: low","midlands"
"542","england","JulyGradual",2021-11-01,"full_lift_schools_open",3.18,0.2,"low","JulyGradual: low","london"
"543","england","JulyGradual",2021-11-01,"full_lift_schools_open",3.18,0.2,"low","JulyGradual: low","north_east_and_yorkshire"
"544","england","JulyGradual",2021-11-01,"full_lift_schools_open",3.18,0.2,"low","JulyGradual: low","north_west"
"545","england","JulyGradual",2021-11-01,"full_lift_schools_open",3.18,0.2,"low","JulyGradual: low","south_east"
"546","england","JulyGradual",2021-11-01,"full_lift_schools_open",3.18,0.2,"low","JulyGradual: low","south_west"
"547","england","JulyGradual",2021-12-18,"full_lift_schools_closed",2.453,0.2,"central","JulyGradual: central","east_of_england"
"548","england","JulyGradual",2021-12-18,"full_lift_schools_closed",2.453,0.2,"central","JulyGradual: central","midlands"
"549","england","JulyGradual",2021-12-18,"full_lift_schools_closed",2.453,0.2,"central","JulyGradual: central","london"
"550","england","JulyGradual",2021-12-18,"full_lift_schools_closed",2.453,0.2,"central","JulyGradual: central","north_east_and_yorkshire"
"551","england","JulyGradual",2021-12-18,"full_lift_schools_closed",2.453,0.2,"central","JulyGradual: central","north_west"
"552","england","JulyGradual",2021-12-18,"full_lift_schools_closed",2.453,0.2,"central","JulyGradual: central","south_east"
"553","england","JulyGradual",2021-12-18,"full_lift_schools_closed",2.453,0.2,"central","JulyGradual: central","south_west"
"554","england","JulyGradual",2021-12-18,"full_lift_schools_closed",1.976,0.2,"high","JulyGradual: high","east_of_england"
"555","england","JulyGradual",2021-12-18,"full_lift_schools_closed",1.976,0.2,"high","JulyGradual: high","midlands"
"556","england","JulyGradual",2021-12-18,"full_lift_schools_closed",1.976,0.2,"high","JulyGradual: high","london"
"557","england","JulyGradual",2021-12-18,"full_lift_schools_closed",1.976,0.2,"high","JulyGradual: high","north_east_and_yorkshire"
"558","england","JulyGradual",2021-12-18,"full_lift_schools_closed",1.976,0.2,"high","JulyGradual: high","north_west"
"559","england","JulyGradual",2021-12-18,"full_lift_schools_closed",1.976,0.2,"high","JulyGradual: high","south_east"
"560","england","JulyGradual",2021-12-18,"full_lift_schools_closed",1.976,0.2,"high","JulyGradual: high","south_west"
"561","england","JulyGradual",2021-12-18,"full_lift_schools_closed",2.93,0.2,"low","JulyGradual: low","east_of_england"
"562","england","JulyGradual",2021-12-18,"full_lift_schools_closed",2.93,0.2,"low","JulyGradual: low","midlands"
"563","england","JulyGradual",2021-12-18,"full_lift_schools_closed",2.93,0.2,"low","JulyGradual: low","london"
"564","england","JulyGradual",2021-12-18,"full_lift_schools_closed",2.93,0.2,"low","JulyGradual: low","north_east_and_yorkshire"
"565","england","JulyGradual",2021-12-18,"full_lift_schools_closed",2.93,0.2,"low","JulyGradual: low","north_west"
"566","england","JulyGradual",2021-12-18,"full_lift_schools_closed",2.93,0.2,"low","JulyGradual: low","south_east"
"567","england","JulyGradual",2021-12-18,"full_lift_schools_closed",2.93,0.2,"low","JulyGradual: low","south_west"
"568","england","JulyGradual",2022-01-04,"full_lift_schools_open",2.703,0.2,"central","JulyGradual: central","east_of_england"
"569","england","JulyGradual",2022-01-04,"full_lift_schools_open",2.703,0.2,"central","JulyGradual: central","midlands"
"570","england","JulyGradual",2022-01-04,"full_lift_schools_open",2.703,0.2,"central","JulyGradual: central","london"
"571","england","JulyGradual",2022-01-04,"full_lift_schools_open",2.703,0.2,"central","JulyGradual: central","north_east_and_yorkshire"
"572","england","JulyGradual",2022-01-04,"full_lift_schools_open",2.703,0.2,"central","JulyGradual: central","north_west"
"573","england","JulyGradual",2022-01-04,"full_lift_schools_open",2.703,0.2,"central","JulyGradual: central","south_east"
"574","england","JulyGradual",2022-01-04,"full_lift_schools_open",2.703,0.2,"central","JulyGradual: central","south_west"
"575","england","JulyGradual",2022-01-04,"full_lift_schools_open",2.226,0.2,"high","JulyGradual: high","east_of_england"
"576","england","JulyGradual",2022-01-04,"full_lift_schools_open",2.226,0.2,"high","JulyGradual: high","midlands"
"577","england","JulyGradual",2022-01-04,"full_lift_schools_open",2.226,0.2,"high","JulyGradual: high","london"
"578","england","JulyGradual",2022-01-04,"full_lift_schools_open",2.226,0.2,"high","JulyGradual: high","north_east_and_yorkshire"
"579","england","JulyGradual",2022-01-04,"full_lift_schools_open",2.226,0.2,"high","JulyGradual: high","north_west"
"580","england","JulyGradual",2022-01-04,"full_lift_schools_open",2.226,0.2,"high","JulyGradual: high","south_east"
"581","england","JulyGradual",2022-01-04,"full_lift_schools_open",2.226,0.2,"high","JulyGradual: high","south_west"
"582","england","JulyGradual",2022-01-04,"full_lift_schools_open",3.18,0.2,"low","JulyGradual: low","east_of_england"
"583","england","JulyGradual",2022-01-04,"full_lift_schools_open",3.18,0.2,"low","JulyGradual: low","midlands"
"584","england","JulyGradual",2022-01-04,"full_lift_schools_open",3.18,0.2,"low","JulyGradual: low","london"
"585","england","JulyGradual",2022-01-04,"full_lift_schools_open",3.18,0.2,"low","JulyGradual: low","north_east_and_yorkshire"
"586","england","JulyGradual",2022-01-04,"full_lift_schools_open",3.18,0.2,"low","JulyGradual: low","north_west"
"587","england","JulyGradual",2022-01-04,"full_lift_schools_open",3.18,0.2,"low","JulyGradual: low","south_east"
"588","england","JulyGradual",2022-01-04,"full_lift_schools_open",3.18,0.2,"low","JulyGradual: low","south_west"
"589","england","JulyGradual",2022-02-12,"full_lift_schools_closed",2.453,0.2,"central","JulyGradual: central","east_of_england"
"590","england","JulyGradual",2022-02-12,"full_lift_schools_closed",2.453,0.2,"central","JulyGradual: central","midlands"
"591","england","JulyGradual",2022-02-12,"full_lift_schools_closed",2.453,0.2,"central","JulyGradual: central","london"
"592","england","JulyGradual",2022-02-12,"full_lift_schools_closed",2.453,0.2,"central","JulyGradual: central","north_east_and_yorkshire"
"593","england","JulyGradual",2022-02-12,"full_lift_schools_closed",2.453,0.2,"central","JulyGradual: central","north_west"
"594","england","JulyGradual",2022-02-12,"full_lift_schools_closed",2.453,0.2,"central","JulyGradual: central","south_east"
"595","england","JulyGradual",2022-02-12,"full_lift_schools_closed",2.453,0.2,"central","JulyGradual: central","south_west"
"596","england","JulyGradual",2022-02-12,"full_lift_schools_closed",1.976,0.2,"high","JulyGradual: high","east_of_england"
"597","england","JulyGradual",2022-02-12,"full_lift_schools_closed",1.976,0.2,"high","JulyGradual: high","midlands"
"598","england","JulyGradual",2022-02-12,"full_lift_schools_closed",1.976,0.2,"high","JulyGradual: high","london"
"599","england","JulyGradual",2022-02-12,"full_lift_schools_closed",1.976,0.2,"high","JulyGradual: high","north_east_and_yorkshire"
"600","england","JulyGradual",2022-02-12,"full_lift_schools_closed",1.976,0.2,"high","JulyGradual: high","north_west"
"601","england","JulyGradual",2022-02-12,"full_lift_schools_closed",1.976,0.2,"high","JulyGradual: high","south_east"
"602","england","JulyGradual",2022-02-12,"full_lift_schools_closed",1.976,0.2,"high","JulyGradual: high","south_west"
"603","england","JulyGradual",2022-02-12,"full_lift_schools_closed",2.93,0.2,"low","JulyGradual: low","east_of_england"
"604","england","JulyGradual",2022-02-12,"full_lift_schools_closed",2.93,0.2,"low","JulyGradual: low","midlands"
"605","england","JulyGradual",2022-02-12,"full_lift_schools_closed",2.93,0.2,"low","JulyGradual: low","london"
"606","england","JulyGradual",2022-02-12,"full_lift_schools_closed",2.93,0.2,"low","JulyGradual: low","north_east_and_yorkshire"
"607","england","JulyGradual",2022-02-12,"full_lift_schools_closed",2.93,0.2,"low","JulyGradual: low","north_west"
"608","england","JulyGradual",2022-02-12,"full_lift_schools_closed",2.93,0.2,"low","JulyGradual: low","south_east"
"609","england","JulyGradual",2022-02-12,"full_lift_schools_closed",2.93,0.2,"low","JulyGradual: low","south_west"
"610","england","JulyGradual",2022-02-21,"full_lift_schools_open",2.703,0.2,"central","JulyGradual: central","east_of_england"
"611","england","JulyGradual",2022-02-21,"full_lift_schools_open",2.703,0.2,"central","JulyGradual: central","midlands"
"612","england","JulyGradual",2022-02-21,"full_lift_schools_open",2.703,0.2,"central","JulyGradual: central","london"
"613","england","JulyGradual",2022-02-21,"full_lift_schools_open",2.703,0.2,"central","JulyGradual: central","north_east_and_yorkshire"
"614","england","JulyGradual",2022-02-21,"full_lift_schools_open",2.703,0.2,"central","JulyGradual: central","north_west"
"615","england","JulyGradual",2022-02-21,"full_lift_schools_open",2.703,0.2,"central","JulyGradual: central","south_east"
"616","england","JulyGradual",2022-02-21,"full_lift_schools_open",2.703,0.2,"central","JulyGradual: central","south_west"
"617","england","JulyGradual",2022-02-21,"full_lift_schools_open",2.226,0.2,"high","JulyGradual: high","east_of_england"
"618","england","JulyGradual",2022-02-21,"full_lift_schools_open",2.226,0.2,"high","JulyGradual: high","midlands"
"619","england","JulyGradual",2022-02-21,"full_lift_schools_open",2.226,0.2,"high","JulyGradual: high","london"
"620","england","JulyGradual",2022-02-21,"full_lift_schools_open",2.226,0.2,"high","JulyGradual: high","north_east_and_yorkshire"
"621","england","JulyGradual",2022-02-21,"full_lift_schools_open",2.226,0.2,"high","JulyGradual: high","north_west"
"622","england","JulyGradual",2022-02-21,"full_lift_schools_open",2.226,0.2,"high","JulyGradual: high","south_east"
"623","england","JulyGradual",2022-02-21,"full_lift_schools_open",2.226,0.2,"high","JulyGradual: high","south_west"
"624","england","JulyGradual",2022-02-21,"full_lift_schools_open",3.18,0.2,"low","JulyGradual: low","east_of_england"
"625","england","JulyGradual",2022-02-21,"full_lift_schools_open",3.18,0.2,"low","JulyGradual: low","midlands"
"626","england","JulyGradual",2022-02-21,"full_lift_schools_open",3.18,0.2,"low","JulyGradual: low","london"
"627","england","JulyGradual",2022-02-21,"full_lift_schools_open",3.18,0.2,"low","JulyGradual: low","north_east_and_yorkshire"
"628","england","JulyGradual",2022-02-21,"full_lift_schools_open",3.18,0.2,"low","JulyGradual: low","north_west"
"629","england","JulyGradual",2022-02-21,"full_lift_schools_open",3.18,0.2,"low","JulyGradual: low","south_east"
"630","england","JulyGradual",2022-02-21,"full_lift_schools_open",3.18,0.2,"low","JulyGradual: low","south_west"
"631","england","JulyGradual",2022-04-02,"full_lift_schools_closed",2.453,0.2,"central","JulyGradual: central","east_of_england"
"632","england","JulyGradual",2022-04-02,"full_lift_schools_closed",2.453,0.2,"central","JulyGradual: central","midlands"
"633","england","JulyGradual",2022-04-02,"full_lift_schools_closed",2.453,0.2,"central","JulyGradual: central","london"
"634","england","JulyGradual",2022-04-02,"full_lift_schools_closed",2.453,0.2,"central","JulyGradual: central","north_east_and_yorkshire"
"635","england","JulyGradual",2022-04-02,"full_lift_schools_closed",2.453,0.2,"central","JulyGradual: central","north_west"
"636","england","JulyGradual",2022-04-02,"full_lift_schools_closed",2.453,0.2,"central","JulyGradual: central","south_east"
"637","england","JulyGradual",2022-04-02,"full_lift_schools_closed",2.453,0.2,"central","JulyGradual: central","south_west"
"638","england","JulyGradual",2022-04-02,"full_lift_schools_closed",1.976,0.2,"high","JulyGradual: high","east_of_england"
"639","england","JulyGradual",2022-04-02,"full_lift_schools_closed",1.976,0.2,"high","JulyGradual: high","midlands"
"640","england","JulyGradual",2022-04-02,"full_lift_schools_closed",1.976,0.2,"high","JulyGradual: high","london"
"641","england","JulyGradual",2022-04-02,"full_lift_schools_closed",1.976,0.2,"high","JulyGradual: high","north_east_and_yorkshire"
"642","england","JulyGradual",2022-04-02,"full_lift_schools_closed",1.976,0.2,"high","JulyGradual: high","north_west"
"643","england","JulyGradual",2022-04-02,"full_lift_schools_closed",1.976,0.2,"high","JulyGradual: high","south_east"
"644","england","JulyGradual",2022-04-02,"full_lift_schools_closed",1.976,0.2,"high","JulyGradual: high","south_west"
"645","england","JulyGradual",2022-04-02,"full_lift_schools_closed",2.93,0.2,"low","JulyGradual: low","east_of_england"
"646","england","JulyGradual",2022-04-02,"full_lift_schools_closed",2.93,0.2,"low","JulyGradual: low","midlands"
"647","england","JulyGradual",2022-04-02,"full_lift_schools_closed",2.93,0.2,"low","JulyGradual: low","london"
"648","england","JulyGradual",2022-04-02,"full_lift_schools_closed",2.93,0.2,"low","JulyGradual: low","north_east_and_yorkshire"
"649","england","JulyGradual",2022-04-02,"full_lift_schools_closed",2.93,0.2,"low","JulyGradual: low","north_west"
"650","england","JulyGradual",2022-04-02,"full_lift_schools_closed",2.93,0.2,"low","JulyGradual: low","south_east"
"651","england","JulyGradual",2022-04-02,"full_lift_schools_closed",2.93,0.2,"low","JulyGradual: low","south_west"
"652","england","JulyGradual",2022-04-19,"full_lift_schools_open",2.703,0.2,"central","JulyGradual: central","east_of_england"
"653","england","JulyGradual",2022-04-19,"full_lift_schools_open",2.703,0.2,"central","JulyGradual: central","midlands"
"654","england","JulyGradual",2022-04-19,"full_lift_schools_open",2.703,0.2,"central","JulyGradual: central","london"
"655","england","JulyGradual",2022-04-19,"full_lift_schools_open",2.703,0.2,"central","JulyGradual: central","north_east_and_yorkshire"
"656","england","JulyGradual",2022-04-19,"full_lift_schools_open",2.703,0.2,"central","JulyGradual: central","north_west"
"657","england","JulyGradual",2022-04-19,"full_lift_schools_open",2.703,0.2,"central","JulyGradual: central","south_east"
"658","england","JulyGradual",2022-04-19,"full_lift_schools_open",2.703,0.2,"central","JulyGradual: central","south_west"
"659","england","JulyGradual",2022-04-19,"full_lift_schools_open",2.226,0.2,"high","JulyGradual: high","east_of_england"
"660","england","JulyGradual",2022-04-19,"full_lift_schools_open",2.226,0.2,"high","JulyGradual: high","midlands"
"661","england","JulyGradual",2022-04-19,"full_lift_schools_open",2.226,0.2,"high","JulyGradual: high","london"
"662","england","JulyGradual",2022-04-19,"full_lift_schools_open",2.226,0.2,"high","JulyGradual: high","north_east_and_yorkshire"
"663","england","JulyGradual",2022-04-19,"full_lift_schools_open",2.226,0.2,"high","JulyGradual: high","north_west"
"664","england","JulyGradual",2022-04-19,"full_lift_schools_open",2.226,0.2,"high","JulyGradual: high","south_east"
"665","england","JulyGradual",2022-04-19,"full_lift_schools_open",2.226,0.2,"high","JulyGradual: high","south_west"
"666","england","JulyGradual",2022-04-19,"full_lift_schools_open",3.18,0.2,"low","JulyGradual: low","east_of_england"
"667","england","JulyGradual",2022-04-19,"full_lift_schools_open",3.18,0.2,"low","JulyGradual: low","midlands"
"668","england","JulyGradual",2022-04-19,"full_lift_schools_open",3.18,0.2,"low","JulyGradual: low","london"
"669","england","JulyGradual",2022-04-19,"full_lift_schools_open",3.18,0.2,"low","JulyGradual: low","north_east_and_yorkshire"
"670","england","JulyGradual",2022-04-19,"full_lift_schools_open",3.18,0.2,"low","JulyGradual: low","north_west"
"671","england","JulyGradual",2022-04-19,"full_lift_schools_open",3.18,0.2,"low","JulyGradual: low","south_east"
"672","england","JulyGradual",2022-04-19,"full_lift_schools_open",3.18,0.2,"low","JulyGradual: low","south_west"
"673","england","JulyGradual",2022-05-28,"full_lift_schools_closed",2.453,0.2,"central","JulyGradual: central","east_of_england"
"674","england","JulyGradual",2022-05-28,"full_lift_schools_closed",2.453,0.2,"central","JulyGradual: central","midlands"
"675","england","JulyGradual",2022-05-28,"full_lift_schools_closed",2.453,0.2,"central","JulyGradual: central","london"
"676","england","JulyGradual",2022-05-28,"full_lift_schools_closed",2.453,0.2,"central","JulyGradual: central","north_east_and_yorkshire"
"677","england","JulyGradual",2022-05-28,"full_lift_schools_closed",2.453,0.2,"central","JulyGradual: central","north_west"
"678","england","JulyGradual",2022-05-28,"full_lift_schools_closed",2.453,0.2,"central","JulyGradual: central","south_east"
"679","england","JulyGradual",2022-05-28,"full_lift_schools_closed",2.453,0.2,"central","JulyGradual: central","south_west"
"680","england","JulyGradual",2022-05-28,"full_lift_schools_closed",1.976,0.2,"high","JulyGradual: high","east_of_england"
"681","england","JulyGradual",2022-05-28,"full_lift_schools_closed",1.976,0.2,"high","JulyGradual: high","midlands"
"682","england","JulyGradual",2022-05-28,"full_lift_schools_closed",1.976,0.2,"high","JulyGradual: high","london"
"683","england","JulyGradual",2022-05-28,"full_lift_schools_closed",1.976,0.2,"high","JulyGradual: high","north_east_and_yorkshire"
"684","england","JulyGradual",2022-05-28,"full_lift_schools_closed",1.976,0.2,"high","JulyGradual: high","north_west"
"685","england","JulyGradual",2022-05-28,"full_lift_schools_closed",1.976,0.2,"high","JulyGradual: high","south_east"
"686","england","JulyGradual",2022-05-28,"full_lift_schools_closed",1.976,0.2,"high","JulyGradual: high","south_west"
"687","england","JulyGradual",2022-05-28,"full_lift_schools_closed",2.93,0.2,"low","JulyGradual: low","east_of_england"
"688","england","JulyGradual",2022-05-28,"full_lift_schools_closed",2.93,0.2,"low","JulyGradual: low","midlands"
"689","england","JulyGradual",2022-05-28,"full_lift_schools_closed",2.93,0.2,"low","JulyGradual: low","london"
"690","england","JulyGradual",2022-05-28,"full_lift_schools_closed",2.93,0.2,"low","JulyGradual: low","north_east_and_yorkshire"
"691","england","JulyGradual",2022-05-28,"full_lift_schools_closed",2.93,0.2,"low","JulyGradual: low","north_west"
"692","england","JulyGradual",2022-05-28,"full_lift_schools_closed",2.93,0.2,"low","JulyGradual: low","south_east"
"693","england","JulyGradual",2022-05-28,"full_lift_schools_closed",2.93,0.2,"low","JulyGradual: low","south_west"
